state,county,tract,blockgroup,city,GEOID10,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
25,021,419600,1,Braintree Town,250214196001,1791,950,114,57,57,13,0,0,0,0,161,49,80,192,68,84,18,17,10,11,0,0,0,19,0,841,84,37,72,5,0,0,0,0,56,113,132,69,107,11,0,42,50,22,0,0,0,41,0
25,009,208101,3,Saugus,250092081013,1414,668,31,0,107,0,0,16,0,44,87,91,27,23,11,46,104,7,9,6,8,21,1,22,7,746,24,19,19,24,68,0,0,31,10,94,24,10,68,77,56,0,9,17,29,46,22,46,53
25,025,000100,2,Boston,250250001002,1250,551,0,10,0,0,0,0,0,47,261,23,102,52,0,19,0,0,19,0,0,18,0,0,0,699,54,0,52,0,0,0,16,97,208,118,26,12,0,9,20,0,20,0,9,0,11,47,0
25,021,413200,2,Norwood,250214132002,1901,927,46,94,63,31,21,0,0,1,55,155,62,58,39,29,48,0,50,22,0,18,69,52,14,974,74,60,84,44,0,0,0,0,38,114,89,110,70,36,41,0,92,0,0,51,70,1,0
25,027,710100,2,Fitchburg,250277101002,396,198,4,9,4,10,0,0,0,0,0,0,13,25,28,9,65,25,0,0,0,0,6,0,0,198,0,0,37,0,0,0,0,0,17,10,30,9,0,47,8,10,0,0,0,8,12,0,10
25,001,010600,2,East Harwich,250010106002,967,446,8,0,7,31,0,15,0,55,28,18,21,0,7,24,53,0,28,0,20,48,23,39,21,521,10,0,0,0,0,0,0,67,0,35,12,20,0,45,71,26,11,28,40,24,49,42,41
25,017,336100,6,Melrose,250173361006,752,264,0,8,0,4,15,0,0,0,15,30,23,4,0,80,0,0,25,16,14,13,0,17,0,488,0,0,82,0,0,0,0,0,14,51,0,4,81,0,72,32,0,33,0,28,16,43,32
25,027,735200,3,Worcester,250277352003,1561,833,39,16,52,48,21,0,0,139,0,0,51,24,70,57,80,6,33,4,36,47,66,41,3,728,0,16,27,9,0,0,17,110,9,24,29,27,46,132,55,21,34,4,0,47,69,21,31
25,001,012200,4,Barnstable Town,250010122004,620,284,0,0,12,0,0,0,0,0,12,0,30,0,10,12,0,0,67,19,24,42,37,11,8,336,0,0,27,17,0,0,0,0,63,0,16,23,0,16,10,45,38,0,12,42,13,0,14
25,005,654100,4,New Bedford,250056541004,2909,1373,125,26,0,59,0,0,30,71,72,136,103,109,85,83,111,19,136,14,66,73,10,9,36,1536,71,109,20,16,9,0,130,24,102,59,66,150,19,171,210,60,19,15,81,119,22,34,30
25,027,701100,1,Winchendon,250277011001,2088,976,8,85,59,49,39,0,0,27,170,106,91,38,6,34,45,22,30,64,25,65,13,0,0,1112,80,126,144,0,25,31,0,31,54,54,56,17,22,117,89,36,41,13,13,43,14,0,106
25,025,981700,1,Boston,250259817001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,027,757300,2,Southbridge Town,250277573002,1658,729,70,51,45,66,0,0,53,18,88,39,25,87,41,39,67,0,25,0,0,15,0,0,0,929,63,46,43,11,0,39,0,6,92,20,79,80,46,107,68,28,33,24,23,28,93,0,0
25,021,416102,2,Milton,250214161022,751,373,30,27,25,19,0,0,0,0,0,6,41,6,20,26,42,0,7,23,42,24,23,6,6,378,17,14,26,27,0,0,0,0,9,12,25,25,37,26,46,0,12,0,36,25,23,6,12
25,017,350800,2,Somerville,250173508002,943,456,6,6,9,0,8,0,0,69,137,65,31,23,16,13,13,11,13,11,5,5,15,0,0,487,0,13,0,0,8,0,9,39,143,57,37,13,21,26,41,0,7,6,6,12,17,21,11
25,021,416101,4,Milton,250214161014,1203,472,13,29,33,28,46,2,0,24,13,0,26,0,25,18,60,0,0,8,0,27,48,72,0,731,31,86,30,36,11,0,0,0,30,0,47,16,17,38,57,0,8,18,12,125,54,80,35
25,009,205900,2,Lynn,250092059002,1115,565,0,18,40,0,62,0,0,11,68,0,64,70,74,28,52,17,12,7,16,26,0,0,0,550,0,21,48,7,12,0,76,0,85,24,41,51,27,46,7,43,13,0,7,13,0,21,8
25,013,811000,1,Chicopee,250138110001,826,433,48,29,0,16,0,0,0,17,2,65,25,13,0,27,13,2,5,15,30,22,34,67,3,393,15,0,26,15,25,21,0,21,0,30,72,36,18,16,23,18,0,13,0,19,0,11,14
25,009,251400,4,Lawrence,250092514004,921,460,14,0,43,42,0,0,14,47,9,38,91,9,0,0,49,12,15,14,7,20,7,7,22,461,0,21,52,41,0,0,0,0,46,54,43,32,0,45,20,16,14,6,15,0,0,24,32
25,025,050200,1,Boston,250250502001,2006,1103,70,138,83,66,49,0,10,102,135,30,120,115,0,39,41,0,19,37,0,31,0,0,18,903,103,79,40,10,36,0,7,20,73,182,37,47,91,38,56,18,0,10,11,0,20,0,25
25,025,980101,1,Boston,250259801011,457,380,0,0,0,0,1,1,0,0,51,32,24,51,6,121,69,0,0,0,0,24,0,0,0,77,0,0,0,0,0,8,0,1,5,0,46,0,12,0,0,0,5,0,0,0,0,0,0
25,005,630400,2,Attleboro,250056304002,1396,668,28,90,36,33,26,0,21,0,13,72,101,26,7,34,63,25,56,0,27,0,10,0,0,728,74,23,60,41,8,0,8,25,74,54,70,27,31,70,28,13,36,13,35,9,11,18,0
25,005,651200,1,New Bedford,250056512001,887,437,39,31,10,23,59,20,0,27,75,13,56,27,40,0,0,12,0,0,0,0,5,0,0,450,54,62,11,34,10,0,0,21,91,31,40,12,18,19,17,0,0,0,10,20,0,0,0
25,025,100100,2,Boston,250251001002,1144,515,21,19,89,51,42,0,0,21,147,31,18,0,0,0,40,28,0,0,0,0,0,8,0,629,0,29,36,38,0,32,0,0,16,35,71,63,113,65,27,0,9,17,0,49,8,0,21
25,005,641400,2,Fall River,250056414002,912,362,59,11,10,23,23,0,0,0,40,34,9,0,64,25,0,24,0,0,0,8,9,0,23,550,26,44,27,23,27,0,27,11,39,76,55,10,65,0,33,0,9,0,9,17,24,28,0
25,005,651500,2,New Bedford,250056515002,617,326,0,63,39,7,20,0,0,23,29,4,0,28,41,31,11,0,0,8,0,0,0,0,22,291,15,8,30,14,16,0,0,20,22,0,38,30,0,31,5,5,0,14,0,0,0,0,43
25,027,744200,2,Milford,250277442002,1068,411,46,52,23,0,0,0,0,15,59,45,47,25,7,25,15,0,16,0,11,13,12,0,0,657,90,0,126,0,0,0,28,0,94,51,136,14,38,21,0,13,0,12,0,0,22,12,0
25,009,205200,2,Lynn,250092052002,574,249,0,0,49,21,0,0,27,0,41,0,10,65,0,16,10,0,0,10,0,0,0,0,0,325,0,23,23,27,0,28,0,0,51,0,0,22,41,0,20,0,13,0,0,25,25,15,12
25,027,725100,2,North Brookfield,250277251002,1104,471,58,25,0,0,0,0,0,24,52,64,43,35,52,49,6,9,10,8,9,16,11,0,0,633,112,38,21,0,10,13,0,44,99,62,32,33,21,18,53,15,21,7,8,18,0,0,8
25,005,650102,3,New Bedford,250056501023,1688,861,113,56,17,0,0,10,0,12,86,63,51,40,107,62,88,55,24,7,18,16,18,18,0,827,54,38,39,90,0,9,14,71,81,55,7,115,15,30,66,24,40,8,14,38,9,0,10
25,013,801700,6,Springfield,250138017006,936,365,25,10,35,39,0,0,0,29,27,61,13,0,55,0,21,38,0,0,0,0,0,12,0,571,0,0,124,90,17,31,18,0,44,16,34,50,0,65,61,0,0,0,0,0,10,2,9
25,025,160501,4,Chelsea,250251605014,952,369,0,26,0,0,0,0,0,0,31,32,34,16,140,27,0,10,10,2,31,10,0,0,0,583,35,0,29,33,0,0,0,4,25,55,9,10,86,65,18,7,32,0,70,53,32,11,9
25,017,334300,1,Reading,250173343001,1969,945,59,77,111,31,55,0,0,18,29,40,38,62,73,97,82,21,24,7,50,29,28,0,14,1024,34,46,80,107,23,19,28,0,33,43,55,68,79,111,36,7,23,21,104,71,0,22,14
25,027,753200,3,Oxford,250277532003,1205,597,0,12,0,13,23,0,14,32,36,0,2,96,14,81,57,9,8,42,29,44,51,14,20,608,39,53,76,14,0,0,0,36,21,0,41,19,32,41,47,0,0,0,30,47,35,39,38
25,021,419100,1,Braintree Town,250214191001,2169,1155,108,146,143,21,39,44,0,0,18,16,119,171,87,13,124,0,43,0,0,16,16,16,15,1014,88,60,50,39,66,0,0,20,31,55,146,104,16,76,95,0,33,0,0,60,15,13,47
25,023,520202,2,Abington,250235202022,2283,1151,60,38,223,0,0,0,23,70,54,40,95,100,32,73,69,29,73,30,34,61,32,15,0,1132,20,35,73,98,0,96,0,0,57,60,27,167,63,36,101,68,73,65,0,43,0,0,50
25,017,980000,1,Maynard,250179800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,005,613100,4,Taunton,250056131004,1113,567,25,12,29,0,0,0,0,67,88,26,0,27,0,31,104,70,25,0,0,63,0,0,0,546,11,29,0,16,0,0,58,25,41,26,0,76,21,13,61,48,23,0,86,12,0,0,0
25,025,160501,5,Chelsea,250251605015,527,251,0,38,46,0,16,0,0,0,42,9,27,0,21,27,0,6,10,0,0,9,0,0,0,276,0,8,0,0,16,0,0,0,32,0,35,18,51,25,58,6,0,0,0,9,18,0,0
25,005,645102,3,Somerset,250056451023,1293,711,0,63,73,40,3,0,0,26,25,56,25,137,37,0,77,0,62,0,13,16,0,18,40,582,21,17,20,0,0,0,1,0,0,74,88,74,0,28,53,0,51,8,62,0,42,43,0
25,009,252501,3,Methuen Town,250092525013,859,415,24,11,18,39,0,17,0,3,21,18,28,67,39,11,72,0,0,34,0,0,0,13,0,444,0,42,25,12,0,0,0,40,17,39,39,16,28,60,20,0,0,0,22,30,2,0,52
25,009,251500,1,Lawrence,250092515001,804,351,55,0,12,27,63,0,0,12,48,0,32,11,0,40,17,0,0,0,0,6,13,15,0,453,22,31,0,0,0,0,0,60,56,0,0,12,91,36,17,0,24,18,26,60,0,0,0
25,005,642500,2,Fall River,250056425002,3076,1459,26,188,168,35,33,0,8,32,54,158,54,81,124,137,44,39,76,36,43,49,21,20,33,1617,90,88,11,52,20,0,45,45,52,52,50,153,142,79,114,40,77,57,95,65,86,73,131
25,023,524102,2,Bridgewater Town,250235241022,1465,810,24,24,0,49,46,0,14,65,98,8,0,41,60,66,103,41,57,15,36,16,0,26,21,655,0,26,82,26,0,0,18,32,58,12,11,45,43,63,52,38,30,18,18,7,40,23,13
25,013,801503,1,Springfield,250138015031,1522,653,47,66,83,26,42,0,0,0,61,104,33,0,6,56,50,27,8,8,8,17,11,0,0,869,90,11,27,105,0,0,0,97,106,94,75,56,32,87,5,24,21,0,0,21,0,6,12
25,023,505101,4,North Scituate,250235051014,976,483,25,19,45,20,0,0,25,25,0,17,25,0,65,27,51,26,25,12,22,30,0,18,6,493,46,24,60,6,0,0,34,0,0,22,0,45,30,44,53,0,35,44,14,36,0,0,0
25,025,000504,2,Boston,250250005042,1237,479,0,0,0,0,0,59,59,0,71,114,0,0,0,18,15,0,12,0,50,53,0,0,28,758,16,0,0,0,0,0,40,78,109,46,14,67,0,34,15,0,16,0,25,78,0,51,169
25,017,350103,1,Somerville,250173501031,711,333,20,0,0,0,0,0,0,19,70,53,50,0,40,0,14,61,6,0,0,0,0,0,0,378,20,14,0,0,0,0,0,67,60,58,44,13,41,0,38,16,0,0,0,7,0,0,0
25,009,253203,3,Haverhill,250092532033,1624,737,0,63,58,66,10,11,10,11,55,34,0,66,36,17,97,9,37,8,28,9,9,35,68,887,0,53,28,45,48,0,10,10,49,0,19,108,38,55,60,0,46,30,17,27,58,45,141
25,017,374500,1,Newton,250173745001,775,403,22,38,23,35,0,0,0,13,24,36,9,19,36,11,50,11,29,9,0,25,13,0,0,372,13,20,11,24,0,0,0,12,22,9,19,33,26,41,38,9,36,0,0,40,0,0,19
25,017,330200,2,Reading,250173302002,1962,981,113,163,46,0,31,0,13,0,78,58,106,119,60,12,83,3,14,0,0,19,32,15,16,981,82,76,35,53,46,0,42,24,34,65,108,140,8,55,68,29,25,15,17,0,29,14,16
25,023,523201,3,Brockton,250235232013,739,395,27,42,12,16,5,0,0,0,45,18,17,34,65,20,46,3,11,0,0,10,0,11,13,344,35,5,20,5,0,0,6,8,62,33,19,36,11,16,49,3,15,0,0,11,5,5,0
25,017,341102,5,Malden,250173411025,554,242,0,0,18,0,30,0,0,0,0,32,12,0,27,0,41,0,13,18,29,0,22,0,0,312,6,0,0,0,0,0,0,0,0,23,8,0,14,0,44,17,22,0,55,60,0,63,0
25,017,333300,3,Woburn,250173333003,1168,566,49,0,25,0,0,9,10,30,59,96,41,13,46,19,75,18,10,0,26,25,8,7,0,602,23,13,33,10,13,11,0,44,9,42,36,56,42,102,53,0,26,8,24,16,8,0,33
25,017,350800,1,Somerville,250173508001,1147,531,63,14,6,7,0,6,0,42,95,138,46,27,28,6,6,0,7,13,6,15,6,0,0,616,5,5,0,0,0,0,7,45,177,119,78,6,31,30,13,14,21,4,15,11,20,0,15
25,017,368901,4,Waltham,250173689014,851,394,21,0,35,17,0,0,0,0,36,42,15,0,17,0,90,18,36,28,0,15,12,12,0,457,38,0,0,0,0,0,0,72,0,16,43,16,62,35,48,0,60,26,0,0,26,0,15
25,017,310300,1,Lowell,250173103001,2065,1289,106,19,65,70,37,0,0,17,107,173,202,95,71,79,98,0,54,34,0,36,26,0,0,776,0,217,42,0,0,0,0,0,43,134,45,31,93,38,27,32,28,11,22,13,0,0,0
25,017,334100,2,Reading,250173341002,2599,1228,94,60,77,97,0,0,0,51,92,39,54,59,92,123,147,54,53,0,53,27,42,8,6,1371,61,73,124,93,0,0,0,0,158,17,101,17,86,130,153,86,15,33,42,32,43,36,71
25,013,800201,5,Springfield,250138002015,1524,764,12,0,6,30,46,0,0,52,173,22,0,31,33,165,90,0,71,0,17,0,0,0,16,760,0,0,41,34,0,0,20,49,37,0,23,17,5,134,127,17,0,0,16,21,114,40,65
25,019,950200,2,Nantucket,250199502002,1416,770,19,66,32,20,8,0,5,4,58,51,102,0,156,20,68,36,24,9,19,35,10,17,11,646,70,28,38,12,5,0,6,36,17,13,42,78,39,84,80,20,34,0,12,14,6,0,12
25,001,014700,1,Teaticket,250010147001,709,373,44,31,0,9,0,0,0,28,19,45,0,10,12,18,11,23,0,8,25,39,37,0,14,336,10,29,0,0,15,0,0,0,0,31,0,0,27,41,9,13,23,8,32,24,31,18,25
25,021,441204,1,Franklin Town,250214412041,2107,1075,91,22,23,66,32,13,14,16,58,44,72,66,78,65,156,85,19,47,28,21,42,8,9,1032,96,41,13,44,0,18,0,43,52,57,99,14,60,99,152,60,56,24,33,12,14,27,18
25,009,252300,3,Methuen Town,250092523003,1901,1010,42,59,147,49,18,19,19,53,61,100,40,16,44,105,78,11,24,68,57,0,0,0,0,891,15,10,30,104,13,17,0,16,13,73,15,141,94,76,78,16,28,51,28,45,27,1,0
25,009,252501,2,Methuen Town,250092525012,1185,504,41,12,23,55,31,48,0,14,64,35,62,19,20,19,11,0,0,0,7,9,17,0,17,681,4,14,35,31,67,6,37,0,69,16,46,43,58,74,31,0,0,22,39,63,0,17,9
25,017,357500,2,Belmont,250173575002,661,320,19,26,25,17,0,0,8,8,13,22,29,38,41,52,12,4,0,6,0,0,0,0,0,341,38,30,14,17,19,0,0,0,22,31,28,32,22,21,17,5,4,6,8,11,12,4,0
25,017,315500,2,Wilmington,250173155002,1236,596,9,18,47,35,11,0,0,60,18,30,10,37,15,145,59,26,20,0,0,38,18,0,0,640,29,14,37,17,27,0,25,21,42,39,30,30,59,90,57,14,45,15,0,0,0,26,23
25,017,333502,1,Woburn,250173335021,1486,670,27,47,21,35,0,0,0,37,15,70,87,89,20,0,12,28,42,13,14,79,0,23,11,816,37,71,36,36,0,0,0,75,32,82,109,67,26,12,27,0,47,0,27,9,34,40,49
25,025,100900,5,Boston,250251009005,1067,655,71,95,31,11,0,0,19,0,69,8,41,87,57,40,43,21,40,0,10,0,12,0,0,412,33,32,29,9,25,0,0,0,26,26,61,57,24,0,22,23,0,0,10,23,12,0,0
25,025,070500,2,Boston,250250705002,589,360,0,0,0,7,0,0,0,41,0,0,15,62,0,0,24,0,0,28,0,23,42,0,118,229,0,0,0,0,0,0,0,15,54,0,15,0,5,18,0,0,19,42,10,32,19,0,0
25,027,743100,1,Milford,250277431001,3105,1547,66,178,48,51,21,0,0,168,150,24,152,72,73,179,161,26,41,14,42,53,14,0,14,1558,209,104,85,30,0,30,0,0,99,87,100,133,53,128,173,56,33,41,100,67,0,30,0
25,023,500104,4,Hull,250235001044,1428,656,36,0,11,41,0,17,27,64,11,34,0,17,64,34,101,34,62,0,28,11,32,32,0,772,0,27,22,30,0,0,0,0,47,24,57,32,32,132,99,0,30,65,66,19,71,19,0
25,017,384001,1,Framingham,250173840011,1501,668,42,33,40,34,12,0,0,44,48,29,27,42,56,59,57,15,44,20,20,22,17,0,7,833,53,62,58,27,7,6,9,0,77,46,43,57,61,61,80,24,49,28,26,18,11,19,11
25,001,011100,2,East Harwich,250010111002,1253,718,0,0,57,56,0,0,0,99,49,0,37,52,20,19,70,43,60,26,0,130,0,0,0,535,0,20,53,0,0,0,0,0,23,0,51,33,34,0,59,0,50,33,53,56,23,20,27
25,005,611201,1,Attleboro,250056112011,847,436,21,19,26,11,9,0,23,24,38,50,31,40,0,28,33,13,37,13,11,0,0,9,0,411,18,20,13,54,0,0,0,0,20,14,51,8,3,73,28,31,42,0,9,8,10,0,9
25,009,252400,2,Methuen Town,250092524002,2011,763,23,40,71,77,86,32,0,25,37,50,56,74,118,0,52,0,22,0,0,0,0,0,0,1248,216,206,65,86,0,0,0,0,122,65,189,59,64,57,68,0,0,0,0,25,0,26,0
25,015,821700,2,Northampton,250158217002,767,401,24,35,37,11,0,15,0,17,49,0,15,40,12,6,20,8,33,36,6,24,13,0,0,366,20,28,13,16,0,0,0,0,9,40,29,28,14,10,33,24,43,13,32,7,7,0,0
25,009,205700,3,Lynn,250092057003,1546,823,103,0,74,0,63,11,33,15,62,169,62,72,43,25,27,0,16,9,6,6,10,11,6,723,116,11,13,58,0,0,0,29,61,74,5,72,64,75,72,9,16,0,6,0,16,0,26
25,005,640100,3,Fall River,250056401003,626,267,0,18,0,0,0,0,0,0,22,0,0,0,45,35,13,14,82,0,0,38,0,0,0,359,0,40,0,18,0,0,48,1,25,1,0,42,38,11,45,25,1,0,13,38,0,0,13
25,025,140107,1,Boston,250251401071,1978,889,38,46,16,47,0,19,0,76,90,64,32,63,48,120,61,7,57,30,27,35,0,4,9,1089,55,43,83,39,16,0,32,32,73,77,96,79,80,61,63,62,63,16,23,44,32,8,12
25,025,091700,2,Boston,250250917002,1076,412,41,36,4,16,4,0,13,14,38,28,37,14,68,39,13,0,0,14,18,15,0,0,0,664,35,95,60,33,28,15,13,16,68,32,39,35,42,14,7,9,37,23,25,9,14,0,15
25,025,092400,4,Boston,250250924004,1421,333,56,0,34,27,0,0,0,19,46,88,34,0,0,15,0,0,0,0,14,0,0,0,0,1088,235,34,105,93,32,29,0,107,72,24,31,89,38,0,36,0,76,25,37,25,0,0,0
25,017,333300,2,Woburn,250173333002,1440,862,0,34,13,37,52,0,32,29,103,134,89,42,76,28,42,17,20,29,26,14,9,8,28,578,96,13,13,0,0,0,0,0,47,65,31,27,45,59,16,0,18,57,16,25,40,10,0
25,023,511200,5,Brockton,250235112005,387,152,11,0,0,0,0,14,0,0,24,0,8,0,9,59,0,0,0,9,10,0,0,0,8,235,0,0,21,9,21,0,0,0,0,65,7,0,12,70,0,11,0,0,10,0,9,0,0
25,009,204702,1,Salem,250092047021,1120,458,0,0,70,10,0,34,59,14,45,62,0,26,33,0,32,0,61,0,0,0,11,0,1,662,57,0,67,20,99,0,0,19,62,71,0,18,29,48,20,21,34,0,65,18,0,14,0
25,011,040300,2,Northfield,250110403002,1404,727,47,8,66,34,8,14,9,18,28,48,9,67,42,44,68,0,61,24,11,40,14,42,25,677,17,34,52,43,8,0,0,0,53,14,54,55,23,40,56,20,50,0,19,61,0,0,78
25,013,811700,2,Holyoke,250138117002,954,407,25,23,56,9,52,28,0,2,11,78,0,0,46,0,27,0,0,8,31,0,0,0,11,547,37,14,64,0,0,0,0,7,40,110,23,24,73,13,76,0,0,27,0,30,0,9,0
25,023,507103,1,South Duxbury,250235071031,1070,591,19,0,72,63,8,0,20,62,16,14,20,17,75,73,39,20,10,27,8,19,9,0,0,479,26,33,8,95,0,0,0,0,24,13,32,0,28,86,27,9,29,18,6,18,19,8,0
25,001,013002,2,Barnstable Town,250010130022,402,171,0,0,0,0,12,0,0,0,16,27,9,0,9,11,5,0,9,8,8,24,8,17,8,231,14,0,17,0,23,0,0,0,27,17,8,0,9,0,6,0,17,8,0,41,27,8,9
25,017,356400,5,Arlington,250173564005,549,196,18,8,11,0,0,0,0,0,0,0,0,8,31,0,13,20,16,0,16,13,14,14,14,353,16,0,11,50,0,0,0,0,20,0,7,0,11,107,17,31,0,14,0,27,0,13,29
25,025,092200,4,Boston,250250922004,453,251,49,7,8,15,0,0,0,0,10,42,0,68,0,0,28,0,12,0,0,12,0,0,0,202,17,7,0,0,0,15,0,21,8,0,21,56,7,0,13,7,0,0,0,0,10,12,8
25,017,350200,2,Somerville,250173502002,503,203,0,0,0,0,0,0,0,12,13,17,38,0,61,0,50,0,12,0,0,0,0,0,0,300,22,14,0,45,0,0,0,0,19,0,76,0,47,18,28,0,31,0,0,0,0,0,0
25,017,339900,3,Medford,250173399003,987,497,16,42,0,14,0,0,0,0,90,55,36,0,41,15,76,28,26,10,29,0,0,0,19,490,56,0,0,0,0,0,0,35,73,57,29,12,28,0,42,9,54,22,36,0,37,0,0
25,009,251600,4,Lawrence,250092516004,1044,554,65,34,10,9,144,0,0,0,0,106,44,36,28,35,10,0,24,0,0,9,0,0,0,490,24,29,29,0,12,0,13,34,155,0,83,0,0,39,21,19,32,0,0,0,0,0,0
25,017,335100,4,Wakefield,250173351004,1103,416,25,0,0,0,0,0,0,0,74,9,45,26,36,23,26,19,20,37,0,12,0,43,21,687,20,26,4,1,2,0,2,44,62,47,38,73,18,71,83,25,70,0,6,51,21,0,23
25,021,422501,2,Weymouth Town,250214225012,2880,1138,98,95,73,22,0,0,0,175,79,108,51,56,73,41,138,31,42,0,47,9,0,0,0,1742,45,159,222,89,15,20,0,47,89,96,136,191,114,70,55,34,146,71,83,48,0,0,12
25,027,731300,3,Worcester,250277313003,1182,661,26,42,49,69,6,38,0,1,22,65,0,12,27,105,43,41,32,9,39,35,0,0,0,521,16,0,47,0,10,15,42,22,5,20,37,45,33,46,48,19,19,0,31,32,15,0,19
25,019,950400,2,Nantucket,250199504002,1207,688,12,25,53,6,7,0,0,13,104,123,55,63,55,95,23,10,20,8,12,4,0,0,0,519,92,30,33,0,0,0,0,22,35,97,27,52,32,37,10,13,6,11,4,18,0,0,0
25,017,334400,5,Reading,250173344005,996,413,45,43,0,0,0,0,0,0,25,13,13,36,24,32,13,0,50,0,0,16,48,39,16,583,47,18,45,0,0,0,0,0,76,28,81,0,18,0,20,15,29,17,54,63,41,0,31
25,011,040200,3,Greenfield Town,250110402003,1596,955,49,23,22,67,30,12,8,17,55,70,113,33,61,58,69,44,47,37,41,38,24,34,3,641,15,22,14,9,3,9,5,15,23,48,54,22,31,79,81,31,45,26,28,43,13,16,9
25,017,357800,2,Belmont,250173578002,1103,551,0,30,41,35,0,23,0,33,43,23,20,32,79,42,85,10,0,0,0,24,12,0,19,552,23,74,34,47,0,0,0,7,9,0,8,46,91,55,35,0,30,15,11,10,20,19,18
25,023,511100,5,Brockton,250235111005,1033,510,8,23,15,0,0,0,0,65,69,98,21,20,15,0,42,8,14,7,5,16,77,7,0,523,133,20,0,0,0,0,0,9,16,101,12,47,14,0,25,0,32,74,14,6,14,6,0
25,021,402400,5,Dedham,250214024005,557,271,88,17,0,0,0,0,0,0,46,48,0,16,0,0,14,21,0,0,0,5,16,0,0,286,0,0,0,0,0,0,0,0,67,27,22,38,0,27,0,21,29,23,0,16,16,0,0
25,023,530901,1,Buzzards Bay,250235309011,2646,1317,15,0,58,52,36,0,72,71,105,49,155,147,71,66,106,105,48,42,92,27,0,0,0,1329,60,113,0,33,0,122,23,0,46,79,195,0,83,162,162,36,90,0,60,50,15,0,0
25,003,935200,1,Pittsfield,250039352001,1256,553,26,25,63,20,0,2,0,20,13,0,25,16,42,47,104,47,13,0,0,28,25,15,22,703,31,0,25,23,1,0,0,73,0,43,0,37,64,35,74,14,69,0,40,16,83,39,36
25,017,354200,1,Cambridge,250173542001,1357,640,40,65,20,16,0,22,0,8,10,21,41,58,31,17,71,39,5,0,60,43,29,3,41,717,62,54,58,0,11,0,0,0,12,0,70,33,33,56,66,15,79,0,10,63,50,25,20
25,009,211200,4,Danvers,250092112004,1684,718,82,70,16,0,23,0,0,0,100,53,40,19,25,36,30,15,72,54,8,24,18,9,24,966,0,142,47,28,18,0,52,21,86,56,67,0,50,27,68,22,34,8,71,18,42,25,84
25,015,820900,1,Granby,250158209001,1364,579,0,16,59,0,18,0,0,30,100,32,15,9,102,39,44,22,19,0,0,74,0,0,0,785,21,0,101,55,41,0,0,0,88,0,0,81,83,63,43,37,24,0,9,96,0,16,27
25,017,312501,1,Lowell,250173125011,1843,793,26,72,24,21,23,0,0,33,41,9,32,118,32,96,58,10,81,39,15,31,9,0,23,1050,71,83,63,13,25,23,26,24,44,10,98,38,84,62,156,30,47,8,23,56,15,25,26
25,017,338300,1,Winchester,250173383001,859,407,29,30,73,9,0,8,0,17,16,18,10,39,30,35,25,7,0,21,8,8,0,24,0,452,21,107,18,38,0,0,0,6,12,17,9,40,29,47,28,15,7,0,9,16,16,17,0
25,013,813205,4,Agawam Town,250138132054,1171,556,71,15,15,0,0,0,0,0,29,41,28,43,14,62,17,18,46,97,0,47,0,0,13,615,29,54,0,0,0,0,0,0,71,70,14,16,0,18,133,0,54,14,56,45,14,0,27
25,005,640600,3,Fall River,250056406003,1713,804,47,59,79,15,1,0,1,0,113,70,32,73,74,55,65,19,39,0,0,31,11,0,20,909,105,168,58,0,17,0,0,25,12,154,27,48,0,41,163,0,0,0,0,50,11,21,9
25,027,755200,5,Southbridge Town,250277552005,1051,572,33,80,0,0,18,0,0,11,16,123,13,49,42,22,42,15,15,16,0,33,44,0,0,479,14,26,18,19,0,0,0,11,28,14,45,65,31,0,30,44,16,31,23,43,21,0,0
25,017,383800,1,Framingham,250173838001,1626,867,80,27,53,0,25,25,0,19,72,19,101,15,54,82,43,27,23,31,37,16,85,16,17,759,20,31,45,0,25,0,26,0,102,37,62,26,38,72,35,50,17,51,62,16,44,0,0
25,013,813304,1,Longmeadow,250138133041,1701,837,9,75,106,17,20,0,0,54,33,60,49,29,66,29,86,20,51,8,24,34,50,9,8,864,70,70,49,20,6,0,10,10,0,86,53,26,93,39,105,21,43,20,25,72,37,9,0
25,021,417502,3,Quincy,250214175023,686,302,0,26,31,11,15,0,0,8,17,36,28,0,9,30,30,11,0,0,0,18,20,12,0,384,14,31,0,32,15,0,0,0,17,43,28,48,64,31,9,15,0,0,17,0,10,0,10
